exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal_id_orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution (mm)	MRI.slice.thickness	Link.to.paper	Link.to.Download.data
y		from folder part3	4001	400144		1	1	2	rat		Long-Evans	m		300-555	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.60	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400144		1	1	3	rat		Long-Evans	m		300-556	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.61	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part3	4001	400144		1	1	4	rat		Long-Evans	m		300-557	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.62	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400145	rat055	1	1	1	rat		Long-Evans	m		300-558	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.63	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400145		1	1	2	rat		Long-Evans	m		300-559	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.64	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400145		1	1	3	rat		Long-Evans	m		300-560	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.65	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400145		1	1	4	rat		Long-Evans	m		300-561	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.66	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400146	rat057	1	1	1	rat		Long-Evans	m		300-562	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.67	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400146		1	1	2	rat		Long-Evans	m		300-563	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.68	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400146		1	1	3	rat		Long-Evans	m		300-564	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.69	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400146		1	1	4	rat		Long-Evans	m		300-565	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.70	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400147	rat058	1	1	1	rat		Long-Evans	m		300-566	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.71	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400147		1	1	2	rat		Long-Evans	m		300-567	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.72	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400147		1	1	3	rat		Long-Evans	m		300-568	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.73	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400147		1	1	4	rat		Long-Evans	m		300-569	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.74	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400148	rat059	1	1	1	rat		Long-Evans	m		300-570	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.75	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400148		1	1	2	rat		Long-Evans	m		300-571	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.76	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400148		1	1	3	rat		Long-Evans	m		300-572	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.77	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400148		1	1	4	rat		Long-Evans	m		300-573	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.78	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400149	rat060	1	1	1	rat		Long-Evans	m		300-574	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.79	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400149		1	1	2	rat		Long-Evans	m		300-575	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.80	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400149		1	1	3	rat		Long-Evans	m		300-576	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.81	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400149		1	1	4	rat		Long-Evans	m		300-577	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.82	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400150	rat062	1	1	1	rat		Long-Evans	m		300-578	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.83	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400150		1	1	2	rat		Long-Evans	m		300-579	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.84	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400150		1	1	3	rat		Long-Evans	m		300-580	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.85	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400150		1	1	4	rat		Long-Evans	m		300-581	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.86	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400151	rat063	1	1	1	rat		Long-Evans	m		300-582	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.87	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400151		1	1	2	rat		Long-Evans	m		300-583	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.88	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400151		1	1	3	rat		Long-Evans	m		300-584	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.89	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400151		1	1	4	rat		Long-Evans	m		300-585	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.90	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400152	rat064	1	1	1	rat		Long-Evans	m		300-586	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.91	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400152		1	1	2	rat		Long-Evans	m		300-500	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.5	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400152		1	1	3	rat		Long-Evans	m		300-501	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.6	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400152		1	1	4	rat		Long-Evans	m		300-502	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.7	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400153	rat065	1	1	1	rat		Long-Evans	m		300-503	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.8	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400154	rat066	1	1	1	rat		Long-Evans	m		300-504	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.9	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400154		1	1	2	rat		Long-Evans	m		300-505	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.10	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400154		1	1	3	rat		Long-Evans	m		300-506	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.11	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400154		1	1	4	rat		Long-Evans	m		300-507	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.12	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400155	rat067	1	1	1	rat		Long-Evans	m		300-508	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.13	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400155		1	1	2	rat		Long-Evans	m		300-509	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.14	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400156	rat068	1	1	1	rat		Long-Evans	m		300-510	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.15	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400156		1	1	2	rat		Long-Evans	m		300-511	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.16	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400156		1	1	3	rat		Long-Evans	m		300-512	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.17	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400157	rat069	1	1	1	rat		Long-Evans	m		300-513	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.18	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400157		1	1	2	rat		Long-Evans	m		300-514	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.19	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400157		1	1	3	rat		Long-Evans	m		300-515	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.20	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part4	4001	400157		1	1	4	rat		Long-Evans	m		300-516	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.21	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400158	rat070	1	1	1	rat		Long-Evans	m		300-517	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.22	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400158		1	1	2	rat		Long-Evans	m		300-518	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.23	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400159	rat071	1	1	1	rat		Long-Evans	m		300-519	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.24	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part4	4001	400159		1	1	2	rat		Long-Evans	m		300-520	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.25	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400160	rat072	1	1	1	rat		Long-Evans	m		300-521	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.26	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400160		1	1	2	rat		Long-Evans	m		300-522	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.27	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400160		1	1	3	rat		Long-Evans	m		300-523	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.28	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400161	rat073	1	1	1	rat		Long-Evans	m		300-524	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.29	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400161		1	1	2	rat		Long-Evans	m		300-525	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.30	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400161		1	1	3	rat		Long-Evans	m		300-526	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.31	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400162	rat074	1	1	1	rat		Long-Evans	m		300-527	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.32	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400162		1	1	2	rat		Long-Evans	m		300-528	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.33	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400162		1	1	3	rat		Long-Evans	m		300-529	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.34	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400163	rat075	1	1	1	rat		Long-Evans	m		300-530	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.35	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400163		1	1	2	rat		Long-Evans	m		300-531	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.36	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400163		1	1	3	rat		Long-Evans	m		300-532	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.37	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400164	rat076	1	1	1	rat		Long-Evans	m		300-533	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.38	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400164		1	1	2	rat		Long-Evans	m		300-534	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.39	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400164		1	1	3	rat		Long-Evans	m		300-535	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.40	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400165	rat077	1	1	1	rat		Long-Evans	m		300-536	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.41	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400165		1	1	2	rat		Long-Evans	m		300-537	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.42	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400165		1	1	3	rat		Long-Evans	m		300-538	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.43	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400165		1	1	4	rat		Long-Evans	m		300-539	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.44	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400166	rat078	1	1	1	rat		Long-Evans	m		300-540	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.45	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400166		1	1	2	rat		Long-Evans	m		300-541	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.46	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400166		1	1	3	rat		Long-Evans	m		300-542	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.47	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400167	rat079	1	1	1	rat		Long-Evans	m		300-543	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.48	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400167		1	1	2	rat		Long-Evans	m		300-544	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.49	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400167		1	1	3	rat		Long-Evans	m		300-545	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.50	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400168	rat080	1	1	1	rat		Long-Evans	m		300-546	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.51	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400168		1	1	2	rat		Long-Evans	m		300-547	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.52	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400168		1	1	3	rat		Long-Evans	m		300-548	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.53	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400169	rat081	1	1	1	rat		Long-Evans	m		300-549	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.54	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400169		1	1	2	rat		Long-Evans	m		300-550	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.55	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400169		1	1	3	rat		Long-Evans	m		300-551	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.56	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400169		1	1	4	rat		Long-Evans	m		300-552	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.57	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400170	rat082	1	1	1	rat		Long-Evans	m		300-553	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.58	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400170		1	1	2	rat		Long-Evans	m		300-554	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.59	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400170		1	1	3	rat		Long-Evans	m		300-555	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.60	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400171	rat083	1	1	1	rat		Long-Evans	m		300-556	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.61	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400171		1	1	2	rat		Long-Evans	m		300-557	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.62	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400171		1	1	3	rat		Long-Evans	m		300-558	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.63	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400171		1	1	4	rat		Long-Evans	m		300-559	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.64	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400172	rat084	1	1	1	rat		Long-Evans	m		300-560	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.65	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400172		1	1	2	rat		Long-Evans	m		300-561	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.66	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400172		1	1	3	rat		Long-Evans	m		300-562	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.67	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
